"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"807","N351NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"808","N351NW",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"809","N35204",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"810","N35260",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"811","N35271",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"812","N352AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"813","N352NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"814","N352NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"815","N352SW",1990,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"816","N353AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"817","N353AT",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,"NA","Turbo-fan"
"818","N353JB",2012,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"819","N353NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"820","N353NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"821","N353SW",1990,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"822","N35407",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"823","N354AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"824","N354JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"825","N354NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"826","N354NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"827","N354SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"828","N355AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"829","N355JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"830","N355NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"831","N355NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"832","N355SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"833","N356NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"834","N356SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"835","N357AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"836","N357NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"837","N357NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"838","N357SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"839","N358AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"840","N358JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"841","N358NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"842","N358NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"843","N358SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"844","N359AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"845","N359NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"846","N359NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"847","N359SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"848","N360AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"849","N360NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"850","N360NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"851","N360SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"852","N361AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"853","N361NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"854","N361NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"855","N361SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"856","N361VA",2013,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"857","N36207",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"858","N36247",1999,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"859","N36272",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"860","N36280",2003,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"861","N362AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"862","N362NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"863","N362NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"864","N362SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"865","N363AA",1988,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"866","N363NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"867","N363NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"868","N363SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"869","N36444",2010,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"870","N36447",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"871","N36469",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"872","N36472",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"873","N36476",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"874","N364AA",1973,"Fixed wing multi engine","CESSNA","310Q",2,6,"167","Reciprocating"
"875","N364NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"876","N364NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"877","N364SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"878","N365AA",2001,"Rotorcraft","AGUSTA SPA","A109E",2,8,"NA","Turbo-shaft"
"879","N365NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"880","N365NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"881","N365SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"882","N366AA",1991,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"883","N366NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"884","N366NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"885","N366SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"886","N367NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"887","N367SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"888","N368AA",1991,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"889","N368JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"890","N368NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"891","N368NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"892","N368SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"893","N36915",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,"NA","Turbo-fan"
"894","N369AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"895","N369NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"896","N369NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"897","N369SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"898","N370AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"899","N370NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"900","N370NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"901","N370SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"902","N371AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"903","N371CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"904","N371DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"905","N371NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,"NA","Turbo-fan"
"906","N371NW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"907","N371SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"908","N37252",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"909","N37253",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"910","N37255",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"911","N37263",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"912","N37267",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"913","N37273",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"914","N37274",2002,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"915","N37277",2002,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"916","N37281",2003,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"917","N37287",2004,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"918","N37290",2004,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"919","N37293",2005,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"920","N37298",2005,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"921","N372AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"922","N372DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"923","N372NW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"924","N372SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"925","N3730B",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"926","N3731T",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"927","N3732J",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"928","N3733Z",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"929","N3734B",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"930","N3735D",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"931","N3736C",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"932","N3737C",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"933","N3738B",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"934","N3739P",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"935","N373AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"936","N373DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"937","N373JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"938","N373NW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"939","N373SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"940","N37408",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"941","N37409",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"942","N3740C",2000,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"943","N37413",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"944","N37419",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"945","N3741S",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"946","N37420",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"947","N37422",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"948","N37427",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"949","N3742C",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"950","N37434",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"951","N37437",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"952","N3743H",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"953","N3744F",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"954","N37456",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"955","N3745B",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"956","N37462",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"957","N37464",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"958","N37465",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"959","N37466",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"960","N37468",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"961","N3746H",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"962","N37470",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"963","N37471",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"964","N37474",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"965","N3747D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"966","N3748Y",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"967","N3749D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"968","N374AA",1992,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"969","N374DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"970","N374JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"971","N374NW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,"NA","Turbo-fan"
"972","N374SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"973","N3750D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"974","N3751B",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"975","N3752",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"976","N3753",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"977","N3754A",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"978","N3755D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"979","N3756",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"980","N3757D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"981","N3758Y",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"982","N3759",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"983","N375DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"984","N375JB",2013,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"985","N375NC",2002,"Fixed wing multi engine","AIRBUS","A320-212",2,182,"NA","Turbo-fan"
"986","N375SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"987","N3760C",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"988","N3761R",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"989","N3762Y",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"990","N3763D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"991","N3764D",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"992","N3765",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"993","N3766",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"994","N3767",2001,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"995","N3768",2002,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"996","N3769L",2002,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"997","N376AA",1978,"Fixed wing single engine","PIPER","PA-32RT-300",1,7,"NA","Reciprocating"
"998","N376DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"999","N376NW",2002,"Fixed wing multi engine","AIRBUS","A320-212",2,182,"NA","Turbo-fan"
"1000","N376SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1001","N37700",2002,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1002","N3771K",2002,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1003","N3772H",2010,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-fan"
"1004","N3773D",2010,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-fan"
"1005","N377DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1006","N377NW",2003,"Fixed wing multi engine","AIRBUS","A320-211",2,182,"NA","Turbo-fan"
"1007","N378AA",1963,"Fixed wing single engine","CESSNA","172E",1,4,"105","Reciprocating"
"1008","N378DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1009","N378NW",2003,"Fixed wing multi engine","AIRBUS","A320-211",2,182,"NA","Turbo-fan"
"1010","N378SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1011","N379AA",1993,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"1012","N379DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1013","N379SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1014","N380DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1015","N380HA",2010,"Fixed wing multi engine","AIRBUS","A330-243",2,377,"NA","Turbo-fan"
"1016","N380SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1017","N381AA",1956,"Fixed wing multi engine","DOUGLAS","DC-7BF",4,102,"232","Reciprocating"
"1018","N381DN",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1019","N381HA",2010,"Fixed wing multi engine","AIRBUS","A330-243",2,377,"NA","Turbo-fan"
"1020","N38257",2000,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"1021","N38268",2001,"Fixed wing multi engine","BOEING","737-824",2,149,"NA","Turbo-fan"
"1022","N382DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1023","N382HA",2010,"Fixed wing multi engine","AIRBUS","A330-243",2,377,"NA","Turbo-fan"
"1024","N382SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1025","N383AA",1972,"Fixed wing multi engine","BEECH","E-90",2,10,"NA","Turbo-prop"
"1026","N383DN",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1027","N383HA",2011,"Fixed wing multi engine","AIRBUS","A330-243",2,377,"NA","Turbo-fan"
"1028","N383SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1029","N38403",2001,"Fixed wing multi engine","BOEING","737-924",2,191,"NA","Turbo-fan"
"1030","N38417",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1031","N38424",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1032","N38443",2010,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1033","N38446",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1034","N38451",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1035","N38454",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1036","N38458",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1037","N38459",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1038","N38467",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1039","N38473",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1040","N384AA",1993,"Fixed wing multi engine","BOEING","767-323",2,330,"NA","Turbo-fan"
"1041","N384DA",1999,"Fixed wing multi engine","BOEING","737-832",2,189,"NA","Turbo-jet"
"1042","N384HA",2011,"Fixed wing multi engine","AIRBUS","A330-243",2,377,"NA","Turbo-fan"
"1043","N384SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
